,uf,city,estimated_population
5059,RS,Travesseiro,2336
5060,RS,Três Arroios,2668
5061,RS,Três Cachoeiras,11053
5062,RS,Três Coroas,28220
5063,RS,Três de Maio,23906
5064,RS,Três Forquilhas,2697
5065,RS,Três Palmeiras,4271
5066,RS,Três Passos,23906
5067,RS,Trindade do Sul,5802
5068,RS,Triunfo,29538
5069,RS,Tucunduva,5678
5070,RS,Tunas,4569
5071,RS,Tupanci do Sul,1472
5072,RS,Tupanciretã,23948
5073,RS,Tupandi,4855
5074,RS,Tuparendi,7893
5075,RS,Turuçu,3438
5076,RS,Ubiretama,2015
5077,RS,União da Serra,1154
5078,RS,Unistalda,2338
5079,RS,Uruguaiana,126970
5080,RS,Vacaria,66218
5081,RS,Vale Verde,3497
5082,RS,Vale do Sol,11781
5083,RS,Vale Real,5913
5084,RS,Vanini,2113
5085,RS,Venâncio Aires,71554
5086,RS,Vera Cruz,26863
5087,RS,Veranópolis,26241
5088,RS,Vespasiano Corrêa,1815
5089,RS,Viadutos,4756
5090,RS,Viamão,255224
5091,RS,Vicente Dutra,4670
5092,RS,Victor Graeff,2882
5093,RS,Vila Flores,3385
5094,RS,Vila Lângaro,2091
5095,RS,Vila Maria,4358
5096,RS,Vila Nova do Sul,4280
5097,RS,Vista Alegre,2752
5098,RS,Vista Alegre do Prata,1561
5099,RS,Vista Gaúcha,2851
5100,RS,Vitória das Missões,3133
5101,RS,Westfália,3014
5102,RS,Xangri-lá,16408
5103,MS,Água Clara,15522
5104,MS,Alcinópolis,5343
5105,MS,Amambai,39396
5106,MS,Anastácio,25135
5107,MS,Anaurilândia,9035
5108,MS,Angélica,10780
5109,MS,Antônio João,8956
5110,MS,Aparecida do Taboado,25745
5111,MS,Aquidauana,47871
5112,MS,Aral Moreira,12149
5113,MS,Bandeirantes,6788
5114,MS,Bataguassu,23024
5115,MS,Batayporã,11329
5116,MS,Bela Vista,24629
5117,MS,Bodoquena,7875
5118,MS,Bonito,21976
5119,MS,Brasilândia,11872
5120,MS,Caarapó,30174
5121,MS,Camapuã,13711
5122,MS,Campo Grande,895982
5123,MS,Caracol,6116
5124,MS,Cassilândia,21939
5125,MS,Chapadão do Sul,25218
5126,MS,Corguinho,5947
5127,MS,Coronel Sapucaia,15253
5128,MS,Corumbá,111435
5129,MS,Costa Rica,20823
5130,MS,Coxim,33543
5131,MS,Deodápolis,12924
5132,MS,Dois Irmãos do Buriti,11385
5133,MS,Douradina,5924
5134,MS,Dourados,222949
5135,MS,Eldorado,12353
5136,MS,Fátima do Sul,19189
5137,MS,Figueirão,3051
5138,MS,Glória de Dourados,9965
5139,MS,Guia Lopes da Laguna,9895
5140,MS,Iguatemi,16078
5141,MS,Inocência,7610
5142,MS,Itaporã,24839
5143,MS,Itaquiraí,21142
5144,MS,Ivinhema,23187
5145,MS,Japorã,9110
5146,MS,Jaraguari,7187
5147,MS,Jardim,26097
5148,MS,Jateí,4027
5149,MS,Juti,6712
5150,MS,Ladário,23331
5151,MS,Laguna Carapã,7341
5152,MS,Maracaju,47083
5153,MS,Miranda,28013
5154,MS,Mundo Novo,18366
5155,MS,Naviraí,54878
5156,MS,Nioaque,13930
5157,MS,Nova Alvorada do Sul,21882
5158,MS,Nova Andradina,54374
5159,MS,Novo Horizonte do Sul,3814
5160,MS,Paraíso das Águas,5555
5161,MS,Paranaíba,42148
5162,MS,Paranhos,14228
5163,MS,Pedro Gomes,7674
5164,MS,Ponta Porã,92526
5165,MS,Porto Murtinho,17131
5166,MS,Ribas do Rio Pardo,24615
5167,MS,Rio Brilhante,37514
5168,MS,Rio Negro,4831
5169,MS,Rio Verde de Mato Grosso,19746
5170,MS,Rochedo,5499
5171,MS,Santa Rita do Pardo,7851
5172,MS,São Gabriel do Oeste,26771
5173,MS,Sete Quedas,10791
5174,MS,Selvíria,6529
5175,MS,Sidrolândia,57665
5176,MS,Sonora,19274
5177,MS,Tacuru,11552
5178,MS,Taquarussu,3588
5179,MS,Terenos,21806
5180,MS,Três Lagoas,121388
5181,MS,Vicentina,6102
5182,MT,Acorizal,5399
5183,MT,Água Boa,25721
5184,MT,Alta Floresta,51782
5185,MT,Alto Araguaia,19044
5186,MT,Alto Boa Vista,6822
5187,MT,Alto Garças,12030
5188,MT,Alto Paraguai,11356
5189,MT,Alto Taquari,10847
5190,MT,Apiacás,10133
5191,MT,Araguaiana,3100
5192,MT,Araguainha,935
5193,MT,Araputanga,16822
5194,MT,Arenápolis,9607
5195,MT,Aripuanã,22354
5196,MT,Barão de Melgaço,8564
5197,MT,Barra do Bugres,34966
5198,MT,Barra do Garças,61012
5199,MT,Bom Jesus do Araguaia,6580
5200,MT,Brasnorte,19695
5201,MT,Cáceres,94376
5202,MT,Campinápolis,15980
5203,MT,Campo Novo do Parecis,35360
5204,MT,Campo Verde,44041
5205,MT,Campos de Júlio,6891
5206,MT,Canabrava do Norte,4743
5207,MT,Canarana,21579
5208,MT,Carlinda,10305
5209,MT,Castanheira,8729
5210,MT,Chapada dos Guimarães,19752
5211,MT,Cláudia,12149
5212,MT,Cocalinho,5700
5213,MT,Colíder,33438
5214,MT,Colniza,38582
5215,MT,Comodoro,20763
5216,MT,Confresa,30933
5217,MT,Conquista D'Oeste,4038
5218,MT,Cotriguaçu,19750
5219,MT,Cuiabá,612547
5220,MT,Curvelândia,5219
5221,MT,Denise,9462
5222,MT,Diamantino,22041
5223,MT,Dom Aquino,8178
5224,MT,Feliz Natal,14192
5225,MT,Figueirópolis D'Oeste,3494
5226,MT,Gaúcha do Norte,7648
5227,MT,General Carneiro,5540
5228,MT,Glória D'Oeste,3026
5229,MT,Guarantã do Norte,35816
5230,MT,Guiratinga,15141
5231,MT,Indiavaí,2752
5232,MT,Ipiranga do Norte,7667
5233,MT,Itanhangá,6737
5234,MT,Itaúba,3802
5235,MT,Itiquira,13345
5236,MT,Jaciara,27776
5237,MT,Jangada,8409
5238,MT,Jauru,8793
5239,MT,Juara,34974
5240,MT,Juína,40997
5241,MT,Juruena,15865
5242,MT,Juscimeira,11221
5243,MT,Lambari D'Oeste,6121
5244,MT,Lucas do Rio Verde,65534
5245,MT,Luciara,2077
5246,MT,Vila Bela da Santíssima Trindade,16128
5247,MT,Marcelândia,10499
5248,MT,Matupá,16566
5249,MT,Mirassol d'Oeste,27739
5250,MT,Nobres,15336
5251,MT,Nortelândia,5989
5252,MT,Nossa Senhora do Livramento,13216
5253,MT,Nova Bandeirantes,15288
5254,MT,Nova Nazaré,3849
5255,MT,Nova Lacerda,6640
5256,MT,Nova Santa Helena,3718
5257,MT,Nova Brasilândia,3829
5258,MT,Nova Canaã do Norte,12787
5259,MT,Nova Mutum,45378
5260,MT,Nova Olímpia,20301
5261,MT,Nova Ubiratã,11982
5262,MT,Nova Xavantina,21374
5263,MT,Novo Mundo,9178
5264,MT,Novo Horizonte do Norte,4004
5265,MT,Novo São Joaquim,5074
5266,MT,Paranaíta,11225
5267,MT,Paranatinga,22563
5268,MT,Novo Santo Antônio,2640
5269,MT,Pedra Preta,17626
5270,MT,Peixoto de Azevedo,34976
5271,MT,Planalto da Serra,2662
5272,MT,Poconé,32843
5273,MT,Pontal do Araguaia,6711
5274,MT,Ponte Branca,1576
5275,MT,Pontes e Lacerda,45436
5276,MT,Porto Alegre do Norte,12517
5277,MT,Porto dos Gaúchos,5410
5278,MT,Porto Esperidião,12017
5279,MT,Porto Estrela,2963
5280,MT,Poxoréu,16219
5281,MT,Primavera do Leste,62019
5282,MT,Querência,17479
5283,MT,São José dos Quatro Marcos,18906
5284,MT,Reserva do Cabaçal,2732
5285,MT,Ribeirão Cascalheira,10206
5286,MT,Ribeirãozinho,2405
5287,MT,Rio Branco,5156
5288,MT,Santa Carmem,4525
5289,MT,Santo Afonso,3146
5290,MT,São José do Povo,4063
5291,MT,São José do Rio Claro,20664
5292,MT,São José do Xingu,5595
5293,MT,São Pedro da Cipa,4727
5294,MT,Rondolândia,4001
5295,MT,Rondonópolis,232491
5296,MT,Rosário Oeste,17151
5297,MT,Santa Cruz do Xingu,2564
5298,MT,Salto do Céu,3365
5299,MT,Santa Rita do Trivelato,3429
5300,MT,Santa Terezinha,8371
5301,MT,Santo Antônio do Leste,5174
5302,MT,Santo Antônio do Leverger,16628
5303,MT,São Félix do Araguaia,11708
5304,MT,Sapezal,25881
5305,MT,Serra Nova Dourada,1650
5306,MT,Sinop,142996
5307,MT,Sorriso,90313
5308,MT,Tabaporã,9489
5309,MT,Tangará da Serra,103750
5310,MT,Tapurah,13705
5311,MT,Terra Nova do Norte,9667
5312,MT,Tesouro,3805
5313,MT,Torixoréu,3609
5314,MT,União do Sul,3525
5315,MT,Vale de São Domingos,3127
5316,MT,Várzea Grande,284971
5317,MT,Vera,11309
5318,MT,Vila Rica,26037
5319,MT,Nova Guarita,4519
5320,MT,Nova Marilândia,3278
5321,MT,Nova Maringá,8641
5322,MT,Nova Monte Verde,9178
5323,GO,Abadia de Goiás,8773
5324,GO,Abadiânia,20042
5325,GO,Acreúna,22366
5326,GO,Adelândia,2516
5327,GO,Água Fria de Goiás,5735
5328,GO,Água Limpa,1850
5329,GO,Águas Lindas de Goiás,212440
5330,GO,Alexânia,27653
5331,GO,Aloândia,1995
5332,GO,Alto Horizonte,6414
5333,GO,Alto Paraíso de Goiás,7624
5334,GO,Alvorada do Norte,8660
5335,GO,Amaralina,3812
5336,GO,Americano do Brasil,6111
5337,GO,Amorinópolis,3126
5338,GO,Anápolis,386923
5339,GO,Anhanguera,1149
5340,GO,Anicuns,21850
5341,GO,Aparecida de Goiânia,578179
5342,GO,Aparecida do Rio Doce,2474
5343,GO,Aporé,4198
5344,GO,Araçu,3522
5345,GO,Aragarças,20118
5346,GO,Aragoiânia,10308
5347,GO,Araguapaz,7770
5348,GO,Arenópolis,2612
5349,GO,Aruanã,9875
5350,GO,Aurilândia,3120
5351,GO,Avelinópolis,2417
5352,GO,Baliza,5138
5353,GO,Barro Alto,11167
5354,GO,Bela Vista de Goiás,29975
5355,GO,Bom Jardim de Goiás,8841
5356,GO,Bom Jesus de Goiás,25216
5357,GO,Bonfinópolis,9706
5358,GO,Bonópolis,4405
5359,GO,Brazabrantes,3703
5360,GO,Britânia,5779
5361,GO,Buriti Alegre,9459
5362,GO,Buriti de Goiás,2488
5363,GO,Buritinópolis,3292
5364,GO,Cabeceiras,7993
5365,GO,Cachoeira Alta,12484
5366,GO,Cachoeira de Goiás,1351
5367,GO,Cachoeira Dourada,8067
5368,GO,Caçu,16009
5369,GO,Caiapônia,18913
5370,GO,Caldas Novas,91162
5371,GO,Caldazinha,3804
5372,GO,Campestre de Goiás,3630
5373,GO,Campinaçu,3640
5374,GO,Campinorte,12626
5375,GO,Campo Alegre de Goiás,7589
5376,GO,Campo Limpo de Goiás,7789
5377,GO,Campos Belos,19887
5378,GO,Campos Verdes,2141
5379,GO,Carmo do Rio Verde,10082
5380,GO,Castelândia,3435
5381,GO,Catalão,108823
5382,GO,Caturaí,5070
5383,GO,Cavalcante,9709
5384,GO,Ceres,22191
5385,GO,Cezarina,8606
5386,GO,Chapadão do Céu,10167
5387,GO,Cidade Ocidental,71376
5388,GO,Cocalzinho de Goiás,20240
5389,GO,Colinas do Sul,3382
5390,GO,Córrego do Ouro,2327
5391,GO,Corumbá de Goiás,11110
5392,GO,Corumbaíba,9723
5393,GO,Cristalina,58997
5394,GO,Cristianópolis,2966
5395,GO,Crixás,16949
5396,GO,Cromínia,3486
5397,GO,Cumari,2854
5398,GO,Damianópolis,3311
5399,GO,Damolândia,2938
5400,GO,Davinópolis,2094
5401,GO,Diorama,2484
5402,GO,Doverlândia,7322
5403,GO,Edealina,3699
5404,GO,Edéia,12372
5405,GO,Estrela do Norte,3275
5406,GO,Faina,6627
5407,GO,Fazenda Nova,5637
5408,GO,Firminópolis,13292
5409,GO,Flores de Goiás,16557
5410,GO,Formosa,121617
5411,GO,Formoso,4248
5412,GO,Gameleira de Goiás,3818
5413,GO,Divinópolis de Goiás,4804
5414,GO,Goianápolis,11231
5415,GO,Goiandira,5600
5416,GO,Goianésia,70084
5417,GO,Goiânia,1516113
5418,GO,Goianira,44289
5419,GO,Goiás,22645
5420,GO,Goiatuba,34095
5421,GO,Gouvelândia,5898
5422,GO,Guapó,14209
5423,GO,Guaraíta,1996
5424,GO,Guarani de Goiás,3893
5425,GO,Guarinos,1794
5426,GO,Heitoraí,3724
5427,GO,Hidrolândia,21706
5428,GO,Hidrolina,3564
5429,GO,Iaciara,13947
5430,GO,Inaciolândia,6194
5431,GO,Indiara,15611
5432,GO,Inhumas,52866
5433,GO,Ipameri,26985
5434,GO,Ipiranga de Goiás,2893
5435,GO,Iporá,31531
5436,GO,Israelândia,2800
5437,GO,Itaberaí,42900
5438,GO,Itaguari,4676
5439,GO,Itaguaru,5237
5440,GO,Itajá,4539
5441,GO,Itapaci,22981
5442,GO,Itapirapuã,4997
5443,GO,Itapuranga,25768
5444,GO,Itarumã,7178
5445,GO,Itauçu,8938
5446,GO,Itumbiara,104742
5447,GO,Ivolândia,2370
5448,GO,Jandaia,6048
5449,GO,Jaraguá,50511
5450,GO,Jataí,100882
5451,GO,Jaupaci,2879
5452,GO,Jesúpolis,2490
5453,GO,Joviânia,7387
5454,GO,Jussara,18478
5455,GO,Lagoa Santa,1588
5456,GO,Leopoldo de Bulhões,7647
5457,GO,Luziânia,208299
5458,GO,Mairipotaba,2368
5459,GO,Mambaí,8882
5460,GO,Mara Rosa,9503
5461,GO,Marzagão,2236
5462,GO,Matrinchã,4351
5463,GO,Maurilândia,14080
5464,GO,Mimoso de Goiás,2597
5465,GO,Minaçu,29070
5466,GO,Mineiros,66801
5467,GO,Moiporá,1529
5468,GO,Monte Alegre de Goiás,8606
5469,GO,Montes Claros de Goiás,8055
5470,GO,Montividiu,13396
5471,GO,Montividiu do Norte,4479
5472,GO,Morrinhos,46136
5473,GO,Morro Agudo de Goiás,2248
5474,GO,Mossâmedes,4290
5475,GO,Mozarlândia,15659
5476,GO,Mundo Novo,4887
5477,GO,Mutunópolis,3778
5478,GO,Nazário,9142
5479,GO,Nerópolis,29850
5480,GO,Niquelândia,46388
5481,GO,Nova América,2352
5482,GO,Nova Aurora,2210
5483,GO,Nova Crixás,12869
5484,GO,Nova Glória,8164
5485,GO,Nova Iguaçu de Goiás,2929
5486,GO,Nova Roma,3264
5487,GO,Nova Veneza,9853
5488,GO,Novo Brasil,2913
5489,GO,Novo Gama,115711
5490,GO,Novo Planalto,4495
5491,GO,Orizona,15615
5492,GO,Ouro Verde de Goiás,3759
5493,GO,Ouvidor,6667
5494,GO,Padre Bernardo,33835
5495,GO,Palestina de Goiás,3464
5496,GO,Palmeiras de Goiás,28858
5497,GO,Palmelo,2381
5498,GO,Palminópolis,3585
5499,GO,Panamá,2615
5500,GO,Paranaiguara,10057
5501,GO,Paraúna,10988
5502,GO,Perolândia,3129
5503,GO,Petrolina de Goiás,10281
5504,GO,Pilar de Goiás,2253
5505,GO,Piracanjuba,24524
5506,GO,Piranhas,10385
5507,GO,Pirenópolis,24908
5508,GO,Pires do Rio,31458
5509,GO,Planaltina,89918
5510,GO,Pontalina,17819
5511,GO,Porangatu,45394
5512,GO,Porteirão,3881
5513,GO,Portelândia,4011
5514,GO,Posse,36900
5515,GO,Professor Jamil,3223
5516,GO,Quirinópolis,50065
5517,GO,Rialma,10918
5518,GO,Rianápolis,4801
5519,GO,Rio Quente,4493
5520,GO,Rio Verde,235647
5521,GO,Rubiataba,19882
5522,GO,Sanclerlândia,7637
5523,GO,Santa Bárbara de Goiás,6560
5524,GO,Santa Cruz de Goiás,2855
5525,GO,Santa Fé de Goiás,5459
5526,GO,Santa Helena de Goiás,38648
5527,GO,Santa Isabel,3809
5528,GO,Santa Rita do Araguaia,8756
5529,GO,Santa Rita do Novo Destino,3343
5530,GO,Santa Rosa de Goiás,2319
5531,GO,Santa Tereza de Goiás,3355
5532,GO,Santa Terezinha de Goiás,8744
5533,GO,Santo Antônio da Barra,4821
5534,GO,Santo Antônio de Goiás,6283
5535,GO,Santo Antônio do Descoberto,74744
5536,GO,São Domingos,12949
5537,GO,São Francisco de Goiás,6264
5538,GO,São João d'Aliança,13740
5539,GO,São João da Paraúna,1381
5540,GO,São Luís de Montes Belos,33817
5541,GO,São Luiz do Norte,5167
5542,GO,São Miguel do Araguaia,21993
5543,GO,São Miguel do Passa Quatro,4057
5544,GO,São Patrício,2036
5545,GO,São Simão,20645
5546,GO,Senador Canedo,115371
5547,GO,Serranópolis,8544
5548,GO,Silvânia,20695
5549,GO,Simolândia,6856
5550,GO,Sítio d'Abadia,2989
5551,GO,Taquaral de Goiás,3529
5552,GO,Teresina de Goiás,3458
5553,GO,Terezópolis de Goiás,8043
5554,GO,Três Ranchos,2833
5555,GO,Trindade,127599
5556,GO,Trombas,3500
5557,GO,Turvânia,4598
5558,GO,Turvelândia,5281
5559,GO,Uirapuru,2854
5560,GO,Uruaçu,40532
5561,GO,Uruana,13843
5562,GO,Urutaí,3072
5563,GO,Valparaíso de Goiás,168468
5564,GO,Varjão,3827
5565,GO,Vianópolis,13863
5566,GO,Vicentinópolis,8743
5567,GO,Vila Boa,6171
5568,GO,Vila Propício,5821
5569,DF,Brasília,3015268
